time,symbol,action,side,price,qty,agent,pnl,note
2025-10-03T16:20:00+00:00,XRPUSDT,OPEN,BUY,3.08810000,338.303941,apex_supertrend_adaptive,0.00,conf=0.920
2025-10-03T16:25:00+00:00,XRPUSDT,OPEN,BUY,3.08600000,338.534154,apex_supertrend_adaptive,0.00,conf=0.928
2025-10-03T16:30:00+00:00,XRPUSDT,CLOSE,BUY,3.08700000,338.534154,apex_supertrend_adaptive,0.34,QuickTP
2025-10-03T16:35:00+00:00,XRPUSDT,OPEN,BUY,3.09090000,337.997476,apex_supertrend_adaptive,0.00,conf=0.920
2025-10-03T16:40:00+00:00,XRPUSDT,CLOSE,BUY,3.09350000,337.997476,apex_supertrend_adaptive,0.88,QuickTP
2025-10-03T16:40:00+00:00,XRPUSDT,OPEN,BUY,3.09350000,337.713399,apex_supertrend_adaptive,0.00,conf=0.920
2025-10-03T16:45:00+00:00,XRPUSDT,CLOSE,BUY,3.08310000,337.713399,apex_supertrend_adaptive,-3.51,HardUSDStop
2025-10-03T16:45:00+00:00,XRPUSDT,OPEN,BUY,3.08310000,338.852583,apex_supertrend_adaptive,0.00,conf=0.964
2025-10-03T16:50:00+00:00,XRPUSDT,CLOSE,BUY,3.07260000,338.852583,apex_supertrend_adaptive,-3.56,HardUSDStop
2025-10-04T02:05:00+00:00,XRPUSDT,OPEN,SELL,3.02620000,345.223845,apex_supertrend_adaptive,0.00,conf=0.920
2025-10-04T02:10:00+00:00,XRPUSDT,CLOSE,SELL,3.01980000,345.223845,apex_supertrend_adaptive,2.21,QuickTP
2025-10-04T02:10:00+00:00,XRPUSDT,OPEN,SELL,3.01980000,345.955494,apex_supertrend_adaptive,0.00,conf=0.920
2025-10-04T02:20:00+00:00,XRPUSDT,CLOSE,SELL,3.01760000,345.955494,apex_supertrend_adaptive,0.76,QuickTP
2025-10-04T02:20:00+00:00,XRPUSDT,OPEN,SELL,3.01760000,346.207715,apex_supertrend_adaptive,0.00,conf=0.920
2025-10-04T02:25:00+00:00,XRPUSDT,OPEN,SELL,3.02240000,345.657888,apex_supertrend_adaptive,0.00,conf=0.920
2025-10-04T02:30:00+00:00,XRPUSDT,CLOSE,SELL,3.02130000,345.657888,apex_supertrend_adaptive,0.38,QuickTP
2025-10-04T02:30:00+00:00,XRPUSDT,OPEN,SELL,3.02130000,345.783735,apex_supertrend_adaptive,0.00,conf=0.920
2025-10-04T02:35:00+00:00,XRPUSDT,CLOSE,SELL,3.02040000,345.783735,apex_supertrend_adaptive,0.31,QuickTP
2025-10-04T02:35:00+00:00,XRPUSDT,OPEN,SELL,3.02040000,345.886770,apex_supertrend_adaptive,0.00,conf=0.920
2025-10-04T02:45:00+00:00,XRPUSDT,OPEN,SELL,3.02150000,345.760847,apex_supertrend_adaptive,0.00,conf=0.920
2025-10-04T02:55:00+00:00,XRPUSDT,CLOSE,SELL,3.01970000,345.760847,apex_supertrend_adaptive,0.62,QuickTP
2025-10-04T02:55:00+00:00,XRPUSDT,OPEN,SELL,3.01970000,345.966950,apex_supertrend_adaptive,0.00,conf=0.920
2025-10-04T03:00:00+00:00,XRPUSDT,CLOSE,SELL,3.01610000,345.966950,apex_supertrend_adaptive,1.25,QuickTP
2025-10-04T03:00:00+00:00,XRPUSDT,OPEN,SELL,3.01610000,346.379895,apex_supertrend_adaptive,0.00,conf=0.920
2025-10-04T03:05:00+00:00,XRPUSDT,CLOSE,SELL,3.01100000,346.379895,apex_supertrend_adaptive,1.77,QuickTP
2025-10-04T03:05:00+00:00,XRPUSDT,OPEN,SELL,3.01100000,346.966589,apex_supertrend_adaptive,0.00,conf=0.920
2025-10-04T03:10:00+00:00,XRPUSDT,CLOSE,SELL,3.00990000,346.966589,apex_supertrend_adaptive,0.38,QuickTP
2025-10-04T03:10:00+00:00,XRPUSDT,OPEN,SELL,3.00990000,347.093392,apex_supertrend_adaptive,0.00,conf=0.920
2025-10-04T03:15:00+00:00,XRPUSDT,OPEN,SELL,3.01250000,346.793826,apex_supertrend_adaptive,0.00,conf=0.920
2025-10-04T03:20:00+00:00,XRPUSDT,OPEN,SELL,3.01530000,346.471794,apex_supertrend_adaptive,0.00,conf=0.920
2025-10-04T03:25:00+00:00,XRPUSDT,CLOSE,SELL,3.01360000,346.471794,apex_supertrend_adaptive,0.59,QuickTP
2025-10-04T03:25:00+00:00,XRPUSDT,OPEN,SELL,3.01360000,346.667242,apex_supertrend_adaptive,0.00,conf=0.920
2025-10-04T03:50:00+00:00,XRPUSDT,CLOSE,SELL,3.02190000,346.667242,apex_supertrend_adaptive,-2.88,HardUSDStop
2025-10-04T04:15:00+00:00,XRPUSDT,OPEN,SELL,3.01760000,346.207715,apex_supertrend_adaptive,0.00,conf=0.920
2025-10-04T04:20:00+00:00,XRPUSDT,CLOSE,SELL,3.01680000,346.207715,apex_supertrend_adaptive,0.28,QuickTP
2025-10-04T04:25:00+00:00,XRPUSDT,OPEN,SELL,3.01610000,346.379895,apex_supertrend_adaptive,0.00,conf=0.920
2025-10-04T04:30:00+00:00,XRPUSDT,CLOSE,SELL,3.01470000,346.379895,apex_supertrend_adaptive,0.48,QuickTP
2025-10-04T04:30:00+00:00,XRPUSDT,OPEN,SELL,3.01470000,346.540750,apex_supertrend_adaptive,0.00,conf=0.920
2025-10-04T04:40:00+00:00,XRPUSDT,OPEN,SELL,3.01670000,346.311002,apex_supertrend_adaptive,0.00,conf=0.920
2025-10-04T04:50:00+00:00,XRPUSDT,CLOSE,SELL,3.01580000,346.311002,apex_supertrend_adaptive,0.31,QuickTP
2025-10-04T04:50:00+00:00,XRPUSDT,OPEN,SELL,3.01580000,346.414351,apex_supertrend_adaptive,0.00,conf=0.920
2025-10-04T04:55:00+00:00,XRPUSDT,OPEN,SELL,3.01660000,346.322482,apex_supertrend_adaptive,0.00,conf=0.920
2025-10-04T05:10:00+00:00,XRPUSDT,CLOSE,SELL,3.02330000,346.322482,apex_supertrend_adaptive,-2.32,HardUSDStop
2025-10-04T07:45:00+00:00,XRPUSDT,OPEN,SELL,3.02060000,345.863868,apex_supertrend_adaptive,0.00,conf=0.920
2025-10-04T07:50:00+00:00,XRPUSDT,CLOSE,SELL,3.01780000,345.863868,apex_supertrend_adaptive,0.97,QuickTP
2025-10-04T07:50:00+00:00,XRPUSDT,OPEN,SELL,3.01780000,346.184770,apex_supertrend_adaptive,0.00,conf=0.920
2025-10-04T07:55:00+00:00,XRPUSDT,CLOSE,SELL,3.01680000,346.184770,apex_supertrend_adaptive,0.35,QuickTP
2025-10-04T07:55:00+00:00,XRPUSDT,OPEN,SELL,3.01680000,346.299523,apex_supertrend_adaptive,0.00,conf=0.920
2025-10-04T08:00:00+00:00,XRPUSDT,OPEN,SELL,3.02030000,345.898222,apex_supertrend_adaptive,0.00,conf=0.920
2025-10-04T08:05:00+00:00,XRPUSDT,CLOSE,SELL,3.01870000,345.898222,apex_supertrend_adaptive,0.55,QuickTP
2025-10-04T08:05:00+00:00,XRPUSDT,OPEN,SELL,3.01870000,346.081558,apex_supertrend_adaptive,0.00,conf=0.920
2025-10-04T08:10:00+00:00,XRPUSDT,CLOSE,SELL,3.01590000,346.081558,apex_supertrend_adaptive,0.97,QuickTP
2025-10-04T08:10:00+00:00,XRPUSDT,OPEN,SELL,3.01590000,346.402865,apex_supertrend_adaptive,0.00,conf=0.920
2025-10-04T08:15:00+00:00,XRPUSDT,CLOSE,SELL,3.00910000,346.402865,apex_supertrend_adaptive,2.36,QuickTP
2025-10-04T08:15:00+00:00,XRPUSDT,OPEN,SELL,3.00910000,347.185670,apex_supertrend_adaptive,0.00,conf=0.920
2025-10-04T08:20:00+00:00,XRPUSDT,CLOSE,SELL,3.00820000,347.185670,apex_supertrend_adaptive,0.31,QuickTP
2025-10-04T08:20:00+00:00,XRPUSDT,OPEN,SELL,3.00820000,347.289542,apex_supertrend_adaptive,0.00,conf=0.920
2025-10-04T08:25:00+00:00,XRPUSDT,CLOSE,SELL,3.00650000,347.289542,apex_supertrend_adaptive,0.59,QuickTP
2025-10-04T08:25:00+00:00,XRPUSDT,OPEN,SELL,3.00650000,347.485914,apex_supertrend_adaptive,0.00,conf=0.920
2025-10-04T08:30:00+00:00,XRPUSDT,OPEN,SELL,3.00820000,347.289542,apex_supertrend_adaptive,0.00,conf=0.920
2025-10-04T08:35:00+00:00,XRPUSDT,CLOSE,SELL,3.00290000,347.289542,apex_supertrend_adaptive,1.84,QuickTP
2025-10-04T08:35:00+00:00,XRPUSDT,OPEN,SELL,3.00290000,347.902494,apex_supertrend_adaptive,0.00,conf=0.920
2025-10-04T08:40:00+00:00,XRPUSDT,CLOSE,SELL,2.99820000,347.902494,apex_supertrend_adaptive,1.64,QuickTP
2025-10-04T08:40:00+00:00,XRPUSDT,OPEN,SELL,2.99820000,348.447869,apex_supertrend_adaptive,0.00,conf=0.920
2025-10-04T08:45:00+00:00,XRPUSDT,OPEN,SELL,3.00090000,348.134360,apex_supertrend_adaptive,0.00,conf=0.920
2025-10-04T08:50:00+00:00,XRPUSDT,OPEN,SELL,3.00050000,348.180770,apex_supertrend_adaptive,0.00,conf=0.920
2025-10-04T08:55:00+00:00,XRPUSDT,CLOSE,SELL,2.99940000,348.180770,apex_supertrend_adaptive,0.38,QuickTP
2025-10-04T08:55:00+00:00,XRPUSDT,OPEN,SELL,2.99940000,348.308462,apex_supertrend_adaptive,0.00,conf=0.920
2025-10-04T09:00:00+00:00,XRPUSDT,OPEN,SELL,3.00150000,348.064768,apex_supertrend_adaptive,0.00,conf=0.920
2025-10-04T09:30:00+00:00,XRPUSDT,OPEN,SELL,3.00130000,348.087962,apex_supertrend_adaptive,0.00,conf=0.920
2025-10-04T09:45:00+00:00,XRPUSDT,CLOSE,SELL,2.99880000,348.087962,apex_supertrend_adaptive,0.87,QuickTP
2025-10-04T09:45:00+00:00,XRPUSDT,OPEN,SELL,2.99880000,348.378151,apex_supertrend_adaptive,0.00,conf=0.920
2025-10-04T09:50:00+00:00,XRPUSDT,CLOSE,SELL,2.99530000,348.378151,apex_supertrend_adaptive,1.22,QuickTP
2025-10-04T09:50:00+00:00,XRPUSDT,OPEN,SELL,2.99530000,348.785230,apex_supertrend_adaptive,0.00,conf=0.920
2025-10-04T10:00:00+00:00,XRPUSDT,CLOSE,SELL,3.00140000,348.785230,apex_supertrend_adaptive,-2.13,HardUSDStop
2025-10-04T10:10:00+00:00,XRPUSDT,OPEN,SELL,2.99970000,348.273627,apex_supertrend_adaptive,0.00,conf=0.920
2025-10-04T10:15:00+00:00,XRPUSDT,CLOSE,SELL,2.99860000,348.273627,apex_supertrend_adaptive,0.38,QuickTP
2025-10-04T10:15:00+00:00,XRPUSDT,OPEN,SELL,2.99860000,348.401387,apex_supertrend_adaptive,0.00,conf=0.920
2025-10-04T10:35:00+00:00,XRPUSDT,CLOSE,SELL,2.99140000,348.401387,apex_supertrend_adaptive,2.51,QuickTP
2025-10-04T10:50:00+00:00,XRPUSDT,OPEN,SELL,2.98380000,350.129499,apex_supertrend_adaptive,0.00,conf=0.920
2025-10-04T11:40:00+00:00,XRPUSDT,CLOSE,SELL,2.98503043,350.129499,apex_supertrend_adaptive,-0.43,SL
2025-10-04T14:35:00+00:00,XRPUSDT,OPEN,SELL,2.98080000,350.481884,apex_supertrend_adaptive,0.00,conf=0.920
2025-10-04T14:40:00+00:00,XRPUSDT,CLOSE,SELL,2.98000000,350.481884,apex_supertrend_adaptive,0.28,QuickTP
